Емкость магазина: 5 или 8
Масса карабина: 3,6 кг&
9|Сайга-12К Тактика 1-4 L430|самозарядный гладкоствольный карабин|12|80|Предназначен для промысловой и любительской охоты на мелкого, среднего зверя и птицу. Изготовлен на базе АК.
Исполнение: Рамочный складной приклад; деревянное цевье и рукоятка - Магазины изготовлены из ударопрочной пластмассы - Применяемый патрон - 12x70 или 12x76
основные технические характеристики
Длина ствола: 430 мм
Общая длина: 910 мм
Емкость магазина: 5 или 8
Масса карабина: 3,5 кг&
10|Сайга-12К Тактика 1-4 L483|самозарядный гладкоствольный карабин|12|80|Исполнение: - Рамочный складной приклад; деревянное цевье и рукоятка - Магазины изготовлены из ударопрочной пластмассы - Применяемый патрон - 12x70 или 12x76
Основные технические характеристики
Длина ствола: 483 мм
Общая длина: 963 мм
Емкость магазина: 5 или 8
Масса карабина: 3,5 кг&
11|Сайга-12К Тактика 040-01|самозарядный гладкоствольный карабин|12|80|Предназначен для промысловой и любительской охоты на мелкого, среднего зверя и птицу в различных климатических условиях от минус 30 до плюс 50 С. Изготовлен на базе АК. Исполнение:- Складной приклад по типу "СВДС; деревянное цевье и рукоятка; приемник магазина - Крышка ствольной коробки на шарнире с планкой "Пикатинни" или "ласточкин хвост" - Магазины изготовлены из ударопрочной пластмассы - Применяемый патрон - 12x70 или 12x76
Основные технические характеристики
Длина ствола: 430 мм
Длина: (со сложенным прикладом) 910 (610) мм
Емкость магазина: 5 или 8
Масса карабина: 3,5 кг&
12|Сайга-12К Тактика 040-03|самозарядный гладкоствольный карабин|12|80|Предназначен для промысловой и любительской охоты на мелкого, среднего зверя и птицу в различных климатических условиях от минус 30 до плюс 50 С. Изготовлен на базе АК. Исполнение: - Складной приклад по типу "СВДС; автоматное деревянное цевье, деревянная рукоятка; приемник магазина - Крышка ствольной коробки на шарнире с планкой "Пикатинни" или "ласточкин хвост" - Магазины изготовлены из ударопрочной пластмассы - Применяемый патрон - 12x70 или 12x76
Основные технические характеристики
Длина ствола: 430 мм
Длина: (со сложенным прикладом) 910 (610) мм
Емкость магазина: 5 или 8
Масса карабина: 3,5 кг&
13|Сайга-12К Тактика 040-05|самозарядный гладкоствольный карабин|12|80|Предназначен для промысловой и любительской охоты на мелкого, среднего зверя и птицу в различных климатических условиях от минус 30 до плюс 50 С. Изготовлен на базе АК. Исполнение: - Складной приклад по типу "СВДС; фанерные накладки по типу "СВД", деревянная рукоятка; приемник магазина - Крышка ствольной коробки на шарнире с планкой "Пикатинни" или "ласточкин хвост" - Магазины изготовлены из ударопрочной пластмассы - Применяемый патрон - 12x70 или 12x76
Основные технические характеристики
Длина ствола: 430 мм
Длина: (со сложенным прикладом) 910 (610) мм
Емкость магазина: 5 или 8
Масса карабина: 3,5 кг&
14|Сайга-12К Тактика 040-06|самозарядный гладкоствольный карабин|12|90|Предназначен для промысловой и любительской охоты на мелкого, среднего зверя и птицу в различных климатических условиях от минус 30 до плюс 50 С. Изготовлен на базе АК. Исполнение: - Складной приклад по типу "СВДС; пластиковые накладки по типу "СВД", пластиковая рукоятка; приемник магазина - Крышка ствольной коробки на шарнире с планкой "Пикатинни" или "ласточкин хвост" - Магазины изготовлены из ударопрочной пластмассы - Применяемый патрон - 12x70 или 12x76
Основные технические характеристики
Длина ствола: 430 мм
Длина: (со сложенным прикладом) 910 (610) мм
Емкость магазина: 5 или 8
Масса карабина: 3,5 кг&
15|Сайга-410К-03|самозарядный гладкоствольный карабин|.410|80|Сайга-410 К исп. 03 - карабин в дизайне укороченного автомата Калашникова со складывающимся прикладом, цевьем и ствольной накладкой из пластмассы, имеет шомпол. Применяемый патрон - .410 или .410 «Магнум»
Основные технические характеристики
Длина ствола: 351 мм
Общая длина: 825 мм
Емкость магазина: 4 или 10
Масса: 3,2 кг&
16|Сайга-410К-04|самозарядный гладкоствольный карабин|.410|80|Сайга-410 К исп. 04 - карабин в дизайне укороченного автомата Калашникова со складывающимся рамочным прикладом, цевьем и ствольной накладкой из пластмассы, имеет шомпол.
Основные технические характеристики
Длина ствола: 351 мм
Общая длина: 825 мм
Емкость магазина: 4 или 10
Масса: 3,2 кг&
17|МР 18 М|одноствольное|12х76|90|МР-18ЕМ-М - Модификация с механизмом автоматического выбрасывания стреляных гильз (эжектором). При желании эжектор легко отключается без разборки или каких-либо приспособлений простым поворотом специального рычага, даже в полевых условиях. Включение эжектора происходит автоматически, при повторном открывании ствола.
Основные технические характеристики
Длина ствола: 710 мм
Масса: 2.8 кг
Цевье и пиклад (мат. изг.) береза&
18|МР-27М|двуствольное вертикальное|12х76|90|Основные технические характеристики
Длина ствола: 725 мм
Масса: 2.8 кг
Цевье и приклад (мат. изг.) пластик&
19|МР-43|двуствольное горизонтальное|16х76|90|Основные технические характеристики
Длина ствола: 710 мм
Масса: 2.8 кг
Цевье и приклад (мат. изг.) береза&
20|МР-133|одноствольное магазинное ружье|20х76|80|Основные технические характеристики
Длина ствола: 660 мм
Масса: 2.8 кг
Цевье и приклад (мат. изг.) береза&
21|МР-153|самозарядное|12х76|70|В данном исполнении ружье приобрело качество широкоуниверсальной модели: со сферой применения от различных видов охоты до спортивной стрельбы. Для этих целей выполнены компенсирующие отверстия в дульной части ствола, установлена широкая прицельная планка с двумя мушками, одна из которых флуоресцирующая. Улучшенная эргономика ружья и наличие затылка-амортизатора позволят тренироваться c ружьем без утомления длительное время. Длина ствола и сменные дульные сужения специально подобраны для достижения наилучших результатов в стрельбе. Модификация с эжектором. Дизайн МР-18ЕМ-М "Спортинг" удовлетворит самого взыскательного владельца оружия: никелированная коробка, приклад Монте-Карло из ореховой древесины.
Основные технические характеристики
Длина ствола: 750 мм
Масса: 2.8 кг
Цевье и пиклад (мат. изг.) орех&
