1|Вепрь-12 Молот|гладкоствольный карабин|12|100|Карабины "Вепрь-12 Молот" созданы на базе ручного пулемета Калашникова, выпускаются под патрон калибра 12х76 и обладают высокой степенью надежности и безотказности при работе в различных условиях эксплуатации. "Вепрь-12 Молот" - многоцелевой гладкоствольный самозарядный карабин, предназначенный для охоты, спортивных соревнований, самообороны, а так же использования в качестве служебного оружия.
Основные технические характеристики
Длина ствола: 520 мм
Общая длина: 1147 мм
Масса: 4 кг
Емкость магазина: 8&
2|Бекас-12М-02|помповое ружье|12|90|Исполнение 02 - ствол L720 Применяемый патрон: 12х70
Основные технические характеристики
Количество стволов: 1
Длина ствола: 750 мм
Принцип действия: полуавтомат
Перезарязаряжание: газоотводный механизм
Производитель: ВПМЗ "Молот", Россия&
3|Бекас-12М-04|помповое ружье|12|90|Исполнение 04 - ствол L535, пистолетная рукоятка Применяемый патрон: 12х70
Основные технические характеристики
Длина ствола: 535 мм
Общая длина: 844 мм
Масса: 3,3 кг
Емкость магазина: 6&
4|Бекас-12М-07|90м|12|80|Исполнение 07 - ствол L750, комплетуется дополнительно стволом L535 и пистолетной рукояткой Применяемый патрон: 12х70
Основные технические характеристики
Длина ствола: 750 мм
Общая длина: 1301 мм
Масса: 3,6 кг
Емкость магазина: 6&
5|Бекас-16М-04|помповое ружье|16|120|Исполнение 04 - ствол L535, пистолетная рукоятка Применяемый патрон: 16х70
Основные технические характеристики
Длина ствола: 535 мм
Общая длина: 844 мм
Масса: 3,3 кг
Емкость магазина: 6&
6|Бекас-16М-05|помповое ружье|16|90|Исполнение 05 - ствол L680, комплетуется дополнительно стволом L535 и пистолетной рукояткой Применяемый патрон: 16х70
Основные технические характеристики
Длина ствола: 680 мм
Общая длина: 1231 мм
Масса: 3,5 кг
Емкость магазина: 6&
7|Бекас-16М-07|помповое ружье|16|80|Исполнение 07 - ствол L750, комплетуется дополнительно стволом L535 и пистолетной рукояткой Применяемый патрон: 16х70
Основные технические характеристики
Длина ствола: 750 мм
Общая длина: 1301 мм
Масса: 3,5 кг
Емкость магазина: 6&
8|Сайга-12 5-1|самозарядный гладкоствольный карабин|12|70|Предназначен для промысловой и любительской охоты на мелкого, среднего зверя и птицу в районах с любыми климатическими условиями. Изготовлен на базе АК.
Основные технические характеристики
Длина ствола: 680 мм
Общая длина: 1245 мм
